group_id,week,day,timestamp,avg_engagement,participation_equality,ai_intervention,intervention_type,meeting_duration,active_speakers,off_topic_minutes
GRP001,1,1,2025-06-30 11:04:15.504546,10.0,8.2833608831615,True,Prompt quiet member,88.74813744200955,4,0.12431980387744128
GRP001,1,2,2025-07-01 11:04:15.504568,7.27332397465863,7.629609914660719,False,,89.32626946182567,2,1.4837928153908595
GRP001,1,3,2025-07-02 11:04:15.504574,7.36528662670246,7.317128546227383,True,Redirect discussion,93.59788302306957,4,0.7459213915069051
GRP001,1,4,2025-07-03 11:04:15.504580,10.0,8.81846655134202,True,Prompt quiet member,77.93352869556576,4,0.2599579190428011
GRP001,1,5,2025-07-04 11:04:15.504586,5.595825941285893,7.6250781485368275,False,,70.6331109027273,2,1.0010328074182362
GRP001,1,6,2025-07-05 11:04:15.504590,10.0,8.328380965599075,True,Prompt quiet member,71.25543902332355,2,0.5929419201849683
GRP001,1,7,2025-07-06 11:04:15.504595,9.252679618496558,8.379131307251729,True,Prompt quiet member,117.28280859947688,4,0.08876609855973225
GRP001,2,1,2025-07-07 11:04:15.504603,9.635961304218384,9.164922716536474,True,Encourage idea sharing,97.67943105093724,2,4.3118930603080665
GRP001,2,2,2025-07-08 11:04:15.504613,6.657609974631893,5.805648623673577,False,,61.947894564006134,4,9.158574910844619
GRP001,2,3,2025-07-09 11:04:15.504618,9.599492091824327,6.387015164741855,False,,105.02751974151892,2,1.3516380730422153
GRP001,2,4,2025-07-10 11:04:15.504622,8.585373469789184,7.964040257366377,True,Encourage idea sharing,114.95484145347467,3,2.2025310064107404
GRP001,2,5,2025-07-11 11:04:15.504627,7.7873729540470755,5.626973544638589,False,,134.4539125827015,2,0.9196995746157897
GRP001,2,6,2025-07-12 11:04:15.504631,7.83150330756151,8.531039277961199,True,Suggest break,86.29424682244583,2,0.04784491986314798
GRP001,2,7,2025-07-13 11:04:15.504635,9.45650737913296,9.498717249839236,True,Encourage idea sharing,59.26104079947359,2,0.9915653301304104
GRP001,3,1,2025-07-14 11:04:15.504639,7.821301469237355,6.667576927473117,False,,141.59418675308638,3,22.02566581690663
GRP001,3,2,2025-07-15 11:04:15.504643,7.997450177255746,5.641543962010287,False,,61.2876234357312,2,6.322114307095265
GRP001,3,3,2025-07-16 11:04:15.504647,5.20427228978517,7.653474618777913,False,,122.56793246257075,4,1.6021329622501308
